,county,longitude,latitude,category
75,Davis County,-111.9606540959805,41.06356417323596,red
76,Davis County,-111.9662695495162,41.05239008052927,green
77,Davis County,-111.996167813107,41.0549160367223,blue
78,Davis County,-111.9824194114832,41.06285638466121,green
79,Davis County,-111.94517263968824,41.04409977438034,orange
80,Davis County,-111.93039371604407,41.048843006080666,green
81,Davis County,-111.9201826625132,41.04349666882296,green
82,Davis County,-111.9177543525493,41.05355205543273,blue
83,Davis County,-111.9630563341927,41.02690902181034,blue
84,Davis County,-111.9488351958258,41.02381661778245,blue
85,Davis County,-111.98170898351329,41.01535235020497,green
86,Davis County,-111.928654042442,41.00879752764979,blue
87,Davis County,-111.92458605426786,41.01578521875162,blue
88,Davis County,-111.93460238387617,41.02381854347967,blue
89,Davis County,-111.93693986129124,41.01888274413135,green
90,Davis County,-111.95417665110878,40.95858850985029,blue
91,Davis County,-111.91682111716437,41.00616676219038,blue
92,Davis County,-111.89561697199021,40.99712963100907,blue
93,Davis County,-111.90404268902851,41.01063184529716,blue
94,Davis County,-111.84445409488988,40.9948477135661,green
95,Davis County,-111.88502938517345,40.98713516360302,orange
96,Davis County,-111.88877346518798,40.97360962011951,blue
97,Davis County,-111.8545949777006,40.95108571884702,blue
98,Davis County,-111.87451259625328,40.93411366242547,green
99,Davis County,-111.90327822984666,40.93362368277421,blue
100,Davis County,-111.88529750090181,40.93488742301472,blue
101,Davis County,-111.88615170025864,40.946109351037265,blue
