,OBJECTID,GEOID,county,Tract,Low,Lowmod,Lowmod_pct,category,geometry,longitude,latitude,County_encoded,category_encoded
191,199344,490351012003,Salt Lake County,101200,490,670,0.5826,orange,POINT (-111.86764059531136 40.77467806226347),-111.86764059531136,40.77467806226347,1,2
192,199345,490351012004,Salt Lake County,101200,335,445,0.4384,green,POINT (-111.86782895966493 40.77109746561785),-111.86782895966493,40.77109746561785,1,1
193,199346,490351014001,Salt Lake County,101400,395,705,0.8294,red,POINT (-111.82300101919081 40.768423376680104),-111.82300101919081,40.768423376680104,1,3
194,199347,490351014002,Salt Lake County,101400,1050,1235,0.7577,red,POINT (-111.84286968872507 40.75439464953331),-111.84286968872507,40.75439464953331,1,3
195,199348,490351014003,Salt Lake County,101400,635,680,0.9379,red,POINT (-111.84056732826477 40.765027942816474),-111.84056732826477,40.765027942816474,1,3
196,199349,490351015001,Salt Lake County,101500,445,520,0.7123,orange,POINT (-111.85452440383806 40.76720279941641),-111.85452440383806,40.76720279941641,1,2
197,199350,490351015002,Salt Lake County,101500,340,505,0.7063,orange,POINT (-111.85957227895364 40.76716801006414),-111.85957227895364,40.76716801006414,1,2
198,199351,490351015003,Salt Lake County,101500,565,815,0.7443,orange,POINT (-111.85961288266574 40.76283402675128),-111.85961288266574,40.76283402675128,1,2
199,199352,490351015004,Salt Lake County,101500,320,385,0.713,orange,POINT (-111.8545512419919 40.762839893945056),-111.8545512419919,40.762839893945056,1,2
200,199353,490351016001,Salt Lake County,101600,350,495,0.7674,red,POINT (-111.8545690213029 40.75850380665959),-111.8545690213029,40.75850380665959,1,3
201,199354,490351016002,Salt Lake County,101600,570,895,0.5947,orange,POINT (-111.85964872074156 40.758487742334964),-111.85964872074156,40.758487742334964,1,2
202,199355,490351016003,Salt Lake County,101600,675,1005,0.571,orange,POINT (-111.85765343441003 40.753179251674815),-111.85765343441003,40.753179251674815,1,2
203,199356,490351017001,Salt Lake County,101700,565,900,0.6545,orange,POINT (-111.86676992087236 40.767185397662146),-111.86676992087236,40.767185397662146,1,2
204,199357,490351017002,Salt Lake County,101700,450,725,0.8101,red,POINT (-111.86677025647876 40.76392568670243),-111.86677025647876,40.76392568670243,1,3
205,199358,490351017003,Salt Lake County,101700,445,525,0.5833,orange,POINT (-111.86677027599966 40.76175140165361),-111.86677027599966,40.76175140165361,1,2
206,199359,490351018001,Salt Lake County,101800,695,1005,0.659,orange,POINT (-111.86681058333222 40.75849648699002),-111.86681058333222,40.75849648699002,1,2
207,199360,490351018002,Salt Lake County,101800,510,775,0.6175,orange,POINT (-111.86868747995302 40.753401480317855),-111.86868747995302,40.753401480317855,1,2
208,199361,490351018003,Salt Lake County,101800,180,330,0.5116,orange,POINT (-111.8645591139781 40.752644422799534),-111.8645591139781,40.752644422799534,1,2
209,199362,490351019001,Salt Lake County,101900,645,920,0.7572,red,POINT (-111.8753617945953 40.76718422838188),-111.8753617945953,40.76718422838188,1,3
210,199363,490351019002,Salt Lake County,101900,580,700,0.7568,red,POINT (-111.87536067728959 40.762836713874705),-111.87536067728959,40.762836713874705,1,3
211,199364,490351020001,Salt Lake County,102000,405,630,0.72,orange,POINT (-111.8753592895653 40.757400676814854),-111.8753592895653,40.757400676814854,1,2
212,199365,490351020002,Salt Lake County,102000,295,405,0.5031,orange,POINT (-111.87316717007491 40.75195111388028),-111.87316717007491,40.75195111388028,1,2
213,199366,490351020003,Salt Lake County,102000,360,435,0.5058,orange,POINT (-111.87745064452615 40.751978737232335),-111.87745064452615,40.751978737232335,1,2
214,199367,490351021001,Salt Lake County,102100,695,995,0.7316,orange,POINT (-111.8825143182505 40.76500715012306),-111.8825143182505,40.76500715012306,1,2
215,199368,490351023001,Salt Lake County,102300,815,1235,0.8125,red,POINT (-111.88179138098728 40.752505288091875),-111.88179138098728,40.752505288091875,1,3
216,199369,490351023002,Salt Lake County,102300,870,1085,0.8543,red,POINT (-111.88451282808585 40.75587523407164),-111.88451282808585,40.75587523407164,1,3
217,199370,490351025001,Salt Lake County,102500,1195,1870,0.6471,orange,POINT (-111.90356938991208 40.76575240919804),-111.90356938991208,40.76575240919804,1,2
218,199371,490351026001,Salt Lake County,102600,260,600,0.7547,red,POINT (-111.91892510412663 40.7681524149552),-111.91892510412663,40.7681524149552,1,3
219,199372,490351026002,Salt Lake County,102600,475,675,0.6716,orange,POINT (-111.91948745216172 40.76184108196852),-111.91948745216172,40.76184108196852,1,2
220,199373,490351026003,Salt Lake County,102600,935,1360,0.6992,orange,POINT (-111.91671484022247 40.75422926939977),-111.91671484022247,40.75422926939977,1,2
221,199374,490351027011,Salt Lake County,102701,1025,1430,0.8614,red,POINT (-111.93192232268623 40.75412901197621),-111.93192232268623,40.75412901197621,1,3
222,199375,490351027012,Salt Lake County,102701,1145,1305,0.7909,red,POINT (-111.93653391517996 40.753977143236675),-111.93653391517996,40.753977143236675,1,3
223,199376,490351027013,Salt Lake County,102701,830,1225,0.6694,orange,POINT (-111.9259450293232 40.753670590121104),-111.9259450293232,40.753670590121104,1,2
224,199377,490351027021,Salt Lake County,102702,785,930,0.7949,red,POINT (-111.93258502051069 40.7671653734058),-111.93258502051069,40.7671653734058,1,3
225,199378,490351027022,Salt Lake County,102702,1925,2655,0.9332,red,POINT (-111.93134727766444 40.76060398372825),-111.93134727766444,40.76060398372825,1,3
226,199379,490351028011,Salt Lake County,102801,655,890,0.6138,orange,POINT (-111.91326504883665 40.74530703697388),-111.91326504883665,40.74530703697388,1,2
227,199380,490351028012,Salt Lake County,102801,1370,1585,0.6716,orange,POINT (-111.92458139716953 40.745087238407706),-111.92458139716953,40.745087238407706,1,2
228,199381,490351028013,Salt Lake County,102801,990,1625,0.6799,orange,POINT (-111.93383896472493 40.74480753653201),-111.93383896472493,40.74480753653201,1,2
229,199382,490351028021,Salt Lake County,102802,875,940,0.7581,red,POINT (-111.9142586618678 40.732772640088804),-111.9142586618678,40.732772640088804,1,3
230,199383,490351028022,Salt Lake County,102802,465,570,0.3519,green,POINT (-111.92817073829244 40.73749442587272),-111.92817073829244,40.73749442587272,1,1
231,199384,490351028023,Salt Lake County,102802,1300,1610,0.7368,orange,POINT (-111.9327242708542 40.73093496461793),-111.9327242708542,40.73093496461793,1,2
232,199385,490351029001,Salt Lake County,102900,1210,1820,0.9055,red,POINT (-111.89694078602857 40.74591050575336),-111.89694078602857,40.74591050575336,1,3
233,199386,490351029002,Salt Lake County,102900,1270,1410,0.9216,red,POINT (-111.89627849256003 40.737542318111394),-111.89627849256003,40.737542318111394,1,3
234,199387,490351029003,Salt Lake County,102900,885,1090,0.8015,red,POINT (-111.89630102171033 40.72948734275456),-111.89630102171033,40.72948734275456,1,3
235,199388,490351030001,Salt Lake County,103000,370,680,0.4444,green,POINT (-111.87678346006601 40.74571053387235),-111.87678346006601,40.74571053387235,1,1
236,199389,490351030002,Salt Lake County,103000,405,595,0.4508,green,POINT (-111.88536192369095 40.745704777346674),-111.88536192369095,40.745704777346674,1,1
237,199390,490351031001,Salt Lake County,103100,230,425,0.4315,green,POINT (-111.87392436455174 40.73757353304096),-111.87392436455174,40.73757353304096,1,1
238,199391,490351031002,Salt Lake County,103100,965,1685,0.717,orange,POINT (-111.87963488038473 40.73757182958391),-111.87963488038473,40.73757182958391,1,2
239,199392,490351031003,Salt Lake County,103100,650,880,0.7652,red,POINT (-111.88535595899671 40.73756960188565),-111.88535595899671,40.73756960188565,1,3
240,199393,490351032001,Salt Lake County,103200,395,770,0.4219,green,POINT (-111.87393249576559 40.729477221168324),-111.87393249576559,40.729477221168324,1,1
241,199394,490351032002,Salt Lake County,103200,475,600,0.5286,orange,POINT (-111.87963327884303 40.7294777731623),-111.87963327884303,40.7294777731623,1,2
242,199395,490351032003,Salt Lake County,103200,700,860,0.5753,orange,POINT (-111.88535037430465 40.72948193345524),-111.88535037430465,40.72948193345524,1,2
243,199396,490351033001,Salt Lake County,103300,445,560,0.4978,green,POINT (-111.85675226245644 40.729460327673635),-111.85675226245644,40.729460327673635,1,1
244,199397,490351033002,Salt Lake County,103300,490,790,0.5852,orange,POINT (-111.86247926776986 40.729468038959304),-111.86247926776986,40.729468038959304,1,2
245,199398,490351033003,Salt Lake County,103300,265,695,0.5673,orange,POINT (-111.86821443841067 40.72946559481934),-111.86821443841067,40.72946559481934,1,2
246,199399,490351034001,Salt Lake County,103400,145,325,0.2519,green,POINT (-111.85673527431199 40.73756628521113),-111.85673527431199,40.73756628521113,1,1
247,199400,490351034002,Salt Lake County,103400,440,715,0.5437,orange,POINT (-111.86247940412186 40.737575956791645),-111.86247940412186,40.737575956791645,1,2
248,199401,490351034003,Salt Lake County,103400,290,430,0.3583,green,POINT (-111.86820513108704 40.737574385628754),-111.86820513108704,40.737574385628754,1,1
249,199402,490351035001,Salt Lake County,103500,55,190,0.2159,blue,POINT (-111.85673302635273 40.74570834009053),-111.85673302635273,40.74570834009053,1,0
250,199403,490351035002,Salt Lake County,103500,425,580,0.3569,green,POINT (-111.86245258108443 40.74573142405474),-111.86245258108443,40.74573142405474,1,1
251,199404,490351035003,Salt Lake County,103500,315,570,0.3851,green,POINT (-111.86820604779626 40.74571576436213),-111.86820604779626,40.74571576436213,1,1
252,199405,490351036001,Salt Lake County,103600,205,345,0.2717,green,POINT (-111.84488020864912 40.74606549408806),-111.84488020864912,40.74606549408806,1,1
253,199406,490351036002,Salt Lake County,103600,135,300,0.2308,blue,POINT (-111.85078330933942 40.746613794891125),-111.85078330933942,40.746613794891125,1,0
254,199407,490351037001,Salt Lake County,103700,135,275,0.2321,blue,POINT (-111.84512032369354 40.73757588898829),-111.84512032369354,40.73757588898829,1,0
255,199408,490351037002,Salt Lake County,103700,235,380,0.2846,green,POINT (-111.85091106154592 40.73759195496155),-111.85091106154592,40.73759195496155,1,1
256,199409,490351038001,Salt Lake County,103800,145,390,0.3562,green,POINT (-111.84510693141587 40.729602864867566),-111.84510693141587,40.729602864867566,1,1
257,199410,490351038002,Salt Lake County,103800,405,535,0.3919,green,POINT (-111.85097203773981 40.729634573985926),-111.85097203773981,40.729634573985926,1,1
258,199411,490351039001,Salt Lake County,103900,340,520,0.4194,green,POINT (-111.82791055768845 40.729512594550265),-111.82791055768845,40.729512594550265,1,1
259,199412,490351039002,Salt Lake County,103900,315,515,0.3759,green,POINT (-111.83365726817605 40.7295513078103),-111.83365726817605,40.7295513078103,1,1
260,199413,490351039003,Salt Lake County,103900,140,345,0.2782,green,POINT (-111.8394022318343 40.72955411428364),-111.8394022318343,40.72955411428364,1,1
261,199414,490351040001,Salt Lake County,104000,315,510,0.3529,green,POINT (-111.82698778386651 40.73693749374088),-111.82698778386651,40.73693749374088,1,1
262,199415,490351040002,Salt Lake County,104000,170,255,0.2217,blue,POINT (-111.83363450546108 40.73762416337682),-111.83363450546108,40.73762416337682,1,0
263,199416,490351040003,Salt Lake County,104000,35,100,0.1563,blue,POINT (-111.83939642465364 40.737621675573926),-111.83939642465364,40.737621675573926,1,0
264,199417,490351041001,Salt Lake County,104100,410,575,0.3746,green,POINT (-111.83312588848509 40.74583181539999),-111.83312588848509,40.74583181539999,1,1
265,199418,490351041002,Salt Lake County,104100,120,315,0.2308,blue,POINT (-111.83931229015097 40.74608967881994),-111.83931229015097,40.74608967881994,1,0
266,199419,490351042001,Salt Lake County,104200,160,270,0.1543,blue,POINT (-111.80761127053216 40.72740241814453),-111.80761127053216,40.72740241814453,1,0
267,199420,490351042002,Salt Lake County,104200,0,0,0.0,blue,POINT (-111.80955076397164 40.74472501514897),-111.80955076397164,40.74472501514897,1,0
268,199421,490351042003,Salt Lake County,104200,15,85,0.1574,blue,POINT (-111.82136976705338 40.746668619395344),-111.82136976705338,40.746668619395344,1,0
269,199422,490351042004,Salt Lake County,104200,60,260,0.1837,blue,POINT (-111.81943629140402 40.738512398068345),-111.81943629140402,40.738512398068345,1,0
270,199423,490351042005,Salt Lake County,104200,0,0,0.0,blue,POINT (-111.81070095877321 40.73902672666136),-111.81070095877321,40.73902672666136,1,0
271,199424,490351042006,Salt Lake County,104200,310,535,0.4403,green,POINT (-111.80574120400028 40.744204588368355),-111.80574120400028,40.744204588368355,1,1
272,199425,490351043001,Salt Lake County,104300,255,485,0.3255,green,POINT (-111.82111862277172 40.729255236708866),-111.82111862277172,40.729255236708866,1,1
273,199426,490351043002,Salt Lake County,104300,545,765,0.5117,orange,POINT (-111.81622027058185 40.722414712443204),-111.81622027058185,40.722414712443204,1,2
274,199427,490351044001,Salt Lake County,104400,135,200,0.1695,blue,POINT (-111.81966269315053 40.71690710448916),-111.81966269315053,40.71690710448916,1,0
275,199428,490351044002,Salt Lake County,104400,30,120,0.1633,blue,POINT (-111.82782405857957 40.721600353858186),-111.82782405857957,40.721600353858186,1,0
276,199429,490351047001,Salt Lake County,104700,355,800,0.5079,orange,POINT (-111.83499774918997 40.71479315249573),-111.83499774918997,40.71479315249573,1,2
277,199430,490351047002,Salt Lake County,104700,420,830,0.3374,green,POINT (-111.84802984374221 40.71614374523324),-111.84802984374221,40.71614374523324,1,1
278,199431,490351047003,Salt Lake County,104700,220,520,0.4094,green,POINT (-111.85951074716536 40.716191929993485),-111.85951074716536,40.716191929993485,1,1
279,199432,490351048001,Salt Lake County,104800,100,545,0.5829,orange,POINT (-111.83858477342908 40.710153963048555),-111.83858477342908,40.710153963048555,1,2
280,199433,490351048002,Salt Lake County,104800,300,760,0.4282,green,POINT (-111.84892311458998 40.70951179167704),-111.84892311458998,40.70951179167704,1,1
281,199434,490351048003,Salt Lake County,104800,210,295,0.3831,green,POINT (-111.85684644328786 40.708804560998544),-111.85684644328786,40.708804560998544,1,1
282,199435,490351048004,Salt Lake County,104800,455,765,0.5016,orange,POINT (-111.8640341928193 40.70915761814007),-111.8640341928193,40.70915761814007,1,2
283,199436,490351049001,Salt Lake County,104900,255,400,0.5263,orange,POINT (-111.87401597439468 40.72198055175356),-111.87401597439468,40.72198055175356,1,2
284,199437,490351049002,Salt Lake County,104900,360,670,0.3785,green,POINT (-111.86841979895594 40.71549258995971),-111.86841979895594,40.71549258995971,1,1
285,199438,490351049003,Salt Lake County,104900,165,370,0.5068,orange,POINT (-111.87402813378709 40.71340797810231),-111.87402813378709,40.71340797810231,1,2
286,199439,490351101021,Salt Lake County,110102,65,170,0.2152,blue,POINT (-111.69138208900762 40.56123394160411),-111.69138208900762,40.56123394160411,1,0
287,199440,490351101022,Salt Lake County,110102,145,230,0.1415,blue,POINT (-111.79233509964631 40.58559317824378),-111.79233509964631,40.58559317824378,1,0
288,199441,490351101023,Salt Lake County,110102,80,310,0.1746,blue,POINT (-111.68222396883313 40.61846585481265),-111.68222396883313,40.61846585481265,1,0
289,199442,490351101031,Salt Lake County,110103,170,320,0.1739,blue,POINT (-111.72821882854147 40.791582825050504),-111.72821882854147,40.791582825050504,1,0
290,199443,490351101032,Salt Lake County,110103,155,275,0.2321,blue,POINT (-111.6891481145903 40.716183675153935),-111.6891481145903,40.716183675153935,1,0
291,199444,490351101033,Salt Lake County,110103,4,140,0.1547,blue,POINT (-111.79294386114209 40.69354634188096),-111.79294386114209,40.69354634188096,1,0
292,199445,490351101041,Salt Lake County,110104,145,205,0.1082,blue,POINT (-111.79593475842933 40.65955340522205),-111.79593475842933,40.65955340522205,1,0
293,199446,490351101042,Salt Lake County,110104,65,95,0.1038,blue,POINT (-111.71174357492107 40.675374071572776),-111.71174357492107,40.675374071572776,1,0
294,199447,490351101043,Salt Lake County,110104,125,390,0.3545,green,POINT (-111.79417768045315 40.683590544381545),-111.79417768045315,40.683590544381545,1,1
295,199448,490351101044,Salt Lake County,110104,30,175,0.1367,blue,POINT (-111.79433021407257 40.675471206673414),-111.79433021407257,40.675471206673414,1,0
296,199449,490351102001,Salt Lake County,110200,125,275,0.2191,blue,POINT (-111.807382875875 40.70768602574291),-111.807382875875,40.70768602574291,1,0
297,199450,490351102002,Salt Lake County,110200,55,285,0.2879,green,POINT (-111.80050037342725 40.703542467332106),-111.80050037342725,40.703542467332106,1,1
298,199451,490351102003,Salt Lake County,110200,250,310,0.3503,green,POINT (-111.81259114915004 40.70375943544803),-111.81259114915004,40.70375943544803,1,1
299,199452,490351102004,Salt Lake County,110200,215,380,0.3423,green,POINT (-111.81972692932987 40.70883976108709),-111.81972692932987,40.70883976108709,1,1
300,199453,490351102005,Salt Lake County,110200,145,315,0.2368,blue,POINT (-111.81925509290998 40.70259316319542),-111.81925509290998,40.70259316319542,1,0
301,199454,490351103001,Salt Lake County,110300,65,155,0.1813,blue,POINT (-111.82698493156234 40.70905822453151),-111.82698493156234,40.70905822453151,1,0
302,199455,490351103002,Salt Lake County,110300,125,185,0.3558,green,POINT (-111.82844795265565 40.70221274767523),-111.82844795265565,40.70221274767523,1,1
303,199456,490351103003,Salt Lake County,110300,225,375,0.3659,green,POINT (-111.83179841542461 40.7076424680382),-111.83179841542461,40.7076424680382,1,1
304,199457,490351103004,Salt Lake County,110300,220,355,0.441,green,POINT (-111.83640683898756 40.70347338128989),-111.83640683898756,40.70347338128989,1,1
305,199458,490351103005,Salt Lake County,110300,170,480,0.3983,green,POINT (-111.8412088003131 40.7041594720007),-111.8412088003131,40.7041594720007,1,1
306,199459,490351103006,Salt Lake County,110300,50,315,0.2751,green,POINT (-111.84768048601357 40.70312620588582),-111.84768048601357,40.70312620588582,1,1
307,199460,490351104011,Salt Lake County,110401,195,355,0.2741,green,POINT (-111.84374748420393 40.69437467065054),-111.84374748420393,40.69437467065054,1,1
308,199461,490351104012,Salt Lake County,110401,165,290,0.5273,orange,POINT (-111.85174298710304 40.695921648957295),-111.85174298710304,40.695921648957295,1,2
309,199462,490351104013,Salt Lake County,110401,480,780,0.4643,green,POINT (-111.85015876096378 40.689676045509835),-111.85015876096378,40.689676045509835,1,1
310,199463,490351104021,Salt Lake County,110402,125,540,0.3484,green,POINT (-111.83644974702788 40.6931984280571),-111.83644974702788,40.6931984280571,1,1
311,199464,490351104022,Salt Lake County,110402,230,460,0.4319,green,POINT (-111.8292704796327 40.696508327496055),-111.8292704796327,40.696508327496055,1,1
312,199465,490351104023,Salt Lake County,110402,60,355,0.306,green,POINT (-111.82903339216023 40.69003586027343),-111.82903339216023,40.69003586027343,1,1
313,199466,490351105001,Salt Lake County,110500,430,810,0.4343,green,POINT (-111.80463652451336 40.69720136985142),-111.80463652451336,40.69720136985142,1,1
314,199467,490351105002,Salt Lake County,110500,125,400,0.236,blue,POINT (-111.80634178887277 40.69086211607517),-111.80634178887277,40.69086211607517,1,0
315,199468,490351105003,Salt Lake County,110500,15,75,0.0838,blue,POINT (-111.81991128844976 40.69697051724955),-111.81991128844976,40.69697051724955,1,0
316,199469,490351105004,Salt Lake County,110500,315,505,0.3646,green,POINT (-111.81953134237881 40.690637435567844),-111.81953134237881,40.690637435567844,1,1
317,199470,490351106001,Salt Lake County,110600,10,180,0.1629,blue,POINT (-111.80178581950373 40.68099633100457),-111.80178581950373,40.68099633100457,1,0
318,199471,490351106002,Salt Lake County,110600,110,175,0.144,blue,POINT (-111.80948366605473 40.684468848726716),-111.80948366605473,40.684468848726716,1,0
319,199472,490351106003,Salt Lake County,110600,195,320,0.256,green,POINT (-111.8101113493372 40.67843944919819),-111.8101113493372,40.67843944919819,1,1
320,199473,490351106004,Salt Lake County,110600,10,315,0.3387,green,POINT (-111.81973256824548 40.6846249324897),-111.81973256824548,40.6846249324897,1,1
321,199474,490351106005,Salt Lake County,110600,85,190,0.2249,blue,POINT (-111.81988835764933 40.678562529162754),-111.81988835764933,40.678562529162754,1,0
322,199475,490351107011,Salt Lake County,110701,150,685,0.4434,green,POINT (-111.84574643020706 40.6800213977282),-111.84574643020706,40.6800213977282,1,1
323,199476,490351107012,Salt Lake County,110701,780,1350,0.551,orange,POINT (-111.85126819533005 40.680696417029424),-111.85126819533005,40.680696417029424,1,2
324,199477,490351107021,Salt Lake County,110702,220,290,0.2775,green,POINT (-111.82950914814587 40.684339057105625),-111.82950914814587,40.684339057105625,1,1
325,199478,490351107022,Salt Lake County,110702,205,350,0.2318,blue,POINT (-111.8293895529861 40.67778404294844),-111.8293895529861,40.67778404294844,1,0
326,199479,490351107023,Salt Lake County,110702,315,515,0.4055,green,POINT (-111.83942299898439 40.6842179986249),-111.83942299898439,40.6842179986249,1,1
327,199480,490351107024,Salt Lake County,110702,260,525,0.4286,green,POINT (-111.83806256999954 40.6781661996647),-111.83806256999954,40.6781661996647,1,1
328,199481,490351108001,Salt Lake County,110800,230,575,0.4457,green,POINT (-111.8281516414053 40.67079225141275),-111.8281516414053,40.67079225141275,1,1
329,199482,490351108002,Salt Lake County,110800,370,520,0.4094,green,POINT (-111.82841987740153 40.662735533355445),-111.82841987740153,40.662735533355445,1,1
330,199483,490351108003,Salt Lake County,110800,200,200,0.1613,blue,POINT (-111.83583634421667 40.6701450353879),-111.83583634421667,40.6701450353879,1,0
331,199484,490351108004,Salt Lake County,110800,440,590,0.5,green,POINT (-111.8471865180455 40.670251535797526),-111.8471865180455,40.670251535797526,1,1
332,199485,490351109001,Salt Lake County,110900,65,385,0.2973,green,POINT (-111.8183014081584 40.67269526599333),-111.8183014081584,40.67269526599333,1,1
333,199486,490351109002,Salt Lake County,110900,85,250,0.1416,blue,POINT (-111.81279717190174 40.66977943732594),-111.81279717190174,40.66977943732594,1,0
334,199487,490351109003,Salt Lake County,110900,80,145,0.1526,blue,POINT (-111.80886783619123 40.66366236569969),-111.80886783619123,40.66366236569969,1,0
335,199488,490351109004,Salt Lake County,110900,35,75,0.1181,blue,POINT (-111.81594395769353 40.6625355287317),-111.81594395769353,40.6625355287317,1,0
336,199489,490351110011,Salt Lake County,111001,190,375,0.2586,green,POINT (-111.81099493586395 40.65050332923072),-111.81099493586395,40.65050332923072,1,1
337,199490,490351110012,Salt Lake County,111001,285,370,0.1701,blue,POINT (-111.82103850896311 40.64465774607517),-111.82103850896311,40.64465774607517,1,0
338,199491,490351110013,Salt Lake County,111001,160,275,0.2466,blue,POINT (-111.83116143780227 40.65027618061563),-111.83116143780227,40.65027618061563,1,0
339,199492,490351110021,Salt Lake County,111002,250,490,0.2432,blue,POINT (-111.81779791218912 40.62823316940923),-111.81779791218912,40.62823316940923,1,0
340,199493,490351110022,Salt Lake County,111002,275,625,0.3034,green,POINT (-111.82926840101904 40.628982592116664),-111.82926840101904,40.628982592116664,1,1
341,199494,490351110023,Salt Lake County,111002,10,140,0.0831,blue,POINT (-111.80456171778792 40.62895174538686),-111.80456171778792,40.62895174538686,1,0
342,199495,490351111011,Salt Lake County,111101,115,345,0.3239,green,POINT (-111.86047569192498 40.635572138836125),-111.86047569192498,40.635572138836125,1,1
343,199496,490351111012,Salt Lake County,111101,755,1200,0.5128,orange,POINT (-111.85990968487576 40.66036048600074),-111.85990968487576,40.66036048600074,1,2
344,199497,490351111013,Salt Lake County,111101,195,385,0.25,blue,POINT (-111.86020410875955 40.65242694772487),-111.86020410875955,40.65242694772487,1,0
345,199498,490351111014,Salt Lake County,111101,355,650,0.379,green,POINT (-111.86010611810883 40.64523864830692),-111.86010611810883,40.64523864830692,1,1
346,199499,490351111021,Salt Lake County,111102,785,1245,0.5583,orange,POINT (-111.84005765934444 40.66069005729819),-111.84005765934444,40.66069005729819,1,2
347,199500,490351111022,Salt Lake County,111102,20,180,0.1607,blue,POINT (-111.84851224026279 40.66230636072426),-111.84851224026279,40.66230636072426,1,0
348,199501,490351111023,Salt Lake County,111102,360,610,0.5728,orange,POINT (-111.8523545486033 40.653002988160715),-111.8523545486033,40.653002988160715,1,2
349,199502,490351111024,Salt Lake County,111102,275,500,0.2571,green,POINT (-111.84395837082536 40.65378102418798),-111.84395837082536,40.65378102418798,1,1
350,199503,490351111031,Salt Lake County,111103,135,405,0.3971,green,POINT (-111.84002431389473 40.646128544169734),-111.84002431389473,40.646128544169734,1,1
351,199504,490351111032,Salt Lake County,111103,495,610,0.3609,green,POINT (-111.84810291179186 40.643918280285526),-111.84810291179186,40.643918280285526,1,1
352,199505,490351111033,Salt Lake County,111103,250,620,0.3032,green,POINT (-111.84457461744607 40.63746006320823),-111.84457461744607,40.63746006320823,1,1
353,199506,490351111034,Salt Lake County,111103,175,295,0.3122,green,POINT (-111.84554875629811 40.632863678150215),-111.84554875629811,40.632863678150215,1,1
354,199507,490351112011,Salt Lake County,111201,85,205,0.2193,blue,POINT (-111.83934115541116 40.62780909959803),-111.83934115541116,40.62780909959803,1,0
355,199508,490351112012,Salt Lake County,111201,125,340,0.1753,blue,POINT (-111.85148892616965 40.62866349039546),-111.85148892616965,40.62866349039546,1,0
356,199509,490351112021,Salt Lake County,111202,585,1025,0.3748,green,POINT (-111.84616243947251 40.61858014145707),-111.84616243947251,40.61858014145707,1,1
357,199510,490351112022,Salt Lake County,111202,75,195,0.398,green,POINT (-111.8466955543583 40.618857468052006),-111.8466955543583,40.618857468052006,1,1
358,199511,490351112023,Salt Lake County,111202,185,480,0.2574,green,POINT (-111.83863670803089 40.62065637726361),-111.83863670803089,40.62065637726361,1,1
359,199512,490351113021,Salt Lake County,111302,240,415,0.3018,green,POINT (-111.79329885781928 40.6137337391353),-111.79329885781928,40.6137337391353,1,1
360,199513,490351113022,Salt Lake County,111302,615,810,0.4551,green,POINT (-111.80848831541779 40.62032453918835),-111.80848831541779,40.62032453918835,1,1
361,199514,490351113023,Salt Lake County,111302,225,400,0.32,green,POINT (-111.81138587330526 40.6127059126446),-111.81138587330526,40.6127059126446,1,1
362,199515,490351113024,Salt Lake County,111302,30,40,0.0331,blue,POINT (-111.80073820118304 40.614547744036706),-111.80073820118304,40.614547744036706,1,0
363,199516,490351113041,Salt Lake County,111304,15,135,0.0961,blue,POINT (-111.80253846992544 40.59200135158559),-111.80253846992544,40.59200135158559,1,0
364,199517,490351113042,Salt Lake County,111304,175,505,0.2333,blue,POINT (-111.8004828048303 40.601979884314815),-111.8004828048303,40.601979884314815,1,0
365,199518,490351113051,Salt Lake County,111305,150,635,0.3136,green,POINT (-111.8199828365855 40.61816753379495),-111.8199828365855,40.61816753379495,1,1
366,199519,490351113052,Salt Lake County,111305,450,765,0.3787,green,POINT (-111.8292884647308 40.61898214994569),-111.8292884647308,40.61898214994569,1,1
367,199520,490351113061,Salt Lake County,111306,380,1055,0.6116,orange,POINT (-111.82603431176852 40.609525214189084),-111.82603431176852,40.609525214189084,1,2
368,199521,490351113062,Salt Lake County,111306,35,55,0.0632,blue,POINT (-111.81443895873684 40.60689768178937),-111.81443895873684,40.60689768178937,1,0
369,199522,490351114001,Salt Lake County,111400,895,935,0.7333,orange,POINT (-111.87970488068858 40.72190634242729),-111.87970488068858,40.72190634242729,1,2
370,199523,490351114002,Salt Lake County,111400,935,945,0.8112,red,POINT (-111.87974036902486 40.715512328377464),-111.87974036902486,40.715512328377464,1,3
371,199524,490351114003,Salt Lake County,111400,780,885,0.9124,red,POINT (-111.87974353141571 40.70872125099473),-111.87974353141571,40.70872125099473,1,3
372,199525,490351114004,Salt Lake County,111400,850,1060,0.8314,red,POINT (-111.88535618234381 40.70918163038864),-111.88535618234381,40.70918163038864,1,3
373,199526,490351114005,Salt Lake County,111400,135,275,0.4015,green,POINT (-111.88543448553307 40.71550917236476),-111.88543448553307,40.71550917236476,1,1
374,199527,490351114006,Salt Lake County,111400,380,660,0.5019,orange,POINT (-111.8854117481505 40.721902164381646),-111.8854117481505,40.721902164381646,1,2
375,199528,490351115001,Salt Lake County,111500,715,1210,0.7883,red,POINT (-111.90713057881335 40.71318159641216),-111.90713057881335,40.71318159641216,1,3
376,199529,490351116001,Salt Lake County,111600,800,1060,0.6625,orange,POINT (-111.89550137390192 40.69663013647885),-111.89550137390192,40.69663013647885,1,2
