,datetime_pulled,sensor_index,latitude,longitude,pm10.0,scattering_coefficient,deciviews,visual_range,humidity,temperature,pressure,altitude,voc
142,2024-03-05 08:28:40.202408,83505,40.691006,-112.05327,4.6,8.9,7.2,190.9,48.0,35.0,865.29,4390.0,
143,2024-03-05 08:28:40.202408,83563,41.15395,-111.93702,0.2,2.7,2.8,294.2,42.0,34.0,851.79,4806.0,
144,2024-03-05 08:28:40.202408,83565,41.100025,-112.00781,4.5,8.6,7.0,194.5,47.0,36.0,861.15,4496.0,
145,2024-03-05 08:28:40.202408,83919,40.689068,-112.03574,6.8,15.6,10.4,138.8,51.0,36.0,864.5,4403.0,
146,2024-03-05 08:28:40.202408,84019,40.68181,-112.01307,4.2,8.9,7.2,189.0,52.0,37.0,864.02,4425.0,
147,2024-03-05 08:28:40.202408,84893,40.710594,-111.82649,2.0,5.6,5.1,233.8,46.0,34.0,859.71,4585.0,
148,2024-03-05 08:28:40.202408,85361,40.97547,-111.93283,0.0,1.0,1.1,349.9,27.0,62.0,793.29,4219.0,
149,2024-03-05 08:28:40.202408,85765,41.118206,-112.042175,9.3,16.3,10.8,132.6,50.0,36.0,863.01,4440.0,
150,2024-03-05 08:28:40.202408,86147,40.70862,-111.97746,5.7,12.9,9.4,153.1,54.0,36.0,690.06,4252.0,
151,2024-03-05 08:28:40.202408,86227,41.014286,-111.93118,3.4,7.1,6.2,210.7,51.0,34.0,867.66,4338.0,
152,2024-03-05 08:28:40.202408,89717,40.581345,-111.8477,3.5,7.5,6.4,205.7,49.0,33.0,853.49,4773.0,
153,2024-03-05 08:28:40.202408,90285,40.78727,-111.93189,8.5,15.5,10.3,141.1,47.0,36.0,870.99,4222.0,
154,2024-03-05 08:28:40.202408,91661,40.779472,-111.865944,2.8,8.5,7.0,196.0,41.0,38.0,854.36,4721.0,
155,2024-03-05 08:28:40.202408,91975,40.710438,-111.84749,1.9,7.0,6.0,216.2,45.0,35.0,863.21,4455.0,
156,2024-03-05 08:28:40.202408,94765,40.717,-111.8062,1.7,6.2,5.5,227.1,43.0,33.0,845.86,5008.0,
157,2024-03-05 08:28:40.202408,97391,40.7667,-111.90304,1.9,23.1,11.9,136.0,19.0,64.0,878.35,4254.0,
158,2024-03-05 08:28:40.202408,100865,40.692505,-111.81041,0.3,3.4,3.4,278.0,38.0,34.0,853.02,4777.0,
159,2024-03-05 08:28:40.202408,101025,40.634884,-111.835976,0.9,8.0,6.4,211.9,41.0,41.0,862.86,4449.0,
160,2024-03-05 08:28:40.202408,102166,40.70351,-111.84731,0.5,3.2,3.3,280.9,44.0,37.0,863.27,4447.0,
161,2024-03-05 08:28:40.202408,104574,40.777283,-111.83989,3.1,6.5,5.8,219.2,38.0,38.0,843.04,5094.0,
162,2024-03-05 08:28:40.202408,105030,40.79087,-111.86294,2.5,6.9,6.0,214.5,,,,5313.0,
163,2024-03-05 08:28:40.202408,106632,40.57614,-111.98359,16.9,26.1,13.0,120.0,69.0,69.0,731.88,4649.0,
164,2024-03-05 08:28:40.202408,108126,41.19397,-111.9427,0.2,1.6,1.8,326.5,41.0,35.0,855.96,4676.0,
165,2024-03-05 08:28:40.202408,108132,41.178967,-111.94593,1.6,4.8,4.5,248.6,45.0,33.0,851.45,4797.0,
166,2024-03-05 08:28:40.202408,108192,41.218002,-111.959694,1.6,4.3,4.2,257.5,41.0,35.0,865.97,4396.0,
167,2024-03-05 08:28:40.202408,108206,41.09873,-111.98162,5.6,10.0,7.9,178.0,49.0,33.0,858.55,4607.0,
168,2024-03-05 08:28:40.202408,109530,40.73202,-111.81282,1.2,4.0,3.9,264.7,42.0,40.0,847.34,4987.0,
169,2024-03-05 08:28:40.202408,110710,40.896187,-111.85138,0.8,4.6,4.4,252.1,40.0,39.0,845.89,5016.0,
170,2024-03-05 08:28:40.202408,111526,41.04566,-111.926216,0.0,0.0,0.0,388.6,41.0,39.0,861.3,4514.0,
171,2024-03-05 08:28:40.202408,112862,40.860847,-111.847466,0.0,,,,33.0,35.0,824.32,5624.0,
172,2024-03-05 08:28:40.202408,112884,40.744972,-111.848,0.0,0.2,0.3,379.7,37.0,39.0,859.22,4573.0,
173,2024-03-05 08:28:40.202408,113612,40.71572,-111.87558,0.0,0.0,0.1,387.9,42.0,40.0,870.66,4281.0,
174,2024-03-05 08:28:40.202408,114467,41.06316,-111.90332,0.0,,,,37.0,40.0,842.95,5104.0,
175,2024-03-05 08:28:40.202408,114549,40.849373,-111.879906,0.0,0.0,0.0,389.3,37.0,36.0,849.72,4922.0,
176,2024-03-05 08:28:40.202408,115273,41.063267,-111.95844,1.4,4.4,4.2,255.6,45.0,37.0,866.78,4385.0,
177,2024-03-05 08:28:40.202408,120419,40.75687,-111.8557,2749.3,0.8,0.9,354.9,37.0,40.0,861.32,4547.0,
178,2024-03-05 08:28:40.202408,120493,40.877953,-111.869354,0.0,,,,47.0,35.0,860.54,4568.0,
179,2024-03-05 08:28:40.202408,120861,40.74004,-111.8453,0.0,0.2,0.3,379.8,37.0,38.0,859.53,4588.0,
180,2024-03-05 08:28:40.202408,122011,40.6398,-111.82251,0.0,,,,49.0,38.0,862.68,4499.0,
181,2024-03-05 08:28:40.202408,122091,40.665512,-111.81143,0.0,,,,46.0,39.0,860.03,4574.0,
182,2024-03-05 08:28:40.202408,125011,40.646297,-111.83664,0.0,0.2,0.2,381.1,48.0,38.0,865.16,4414.0,
183,2024-03-05 08:28:40.202408,126559,41.11814,-112.031425,2.2,,,,52.0,35.0,860.91,4494.0,
184,2024-03-05 08:28:40.202408,127577,40.69866,-111.85807,0.0,0.8,0.9,355.5,42.0,37.0,867.75,4337.0,
185,2024-03-05 08:28:40.202408,129149,40.70908,-111.854034,0.0,0.6,0.7,363.8,36.0,37.0,865.3,4414.0,
186,2024-03-05 08:28:40.202408,129167,40.633476,-111.86767,0.0,,,,43.0,38.0,865.76,4397.0,
187,2024-03-05 08:28:40.202408,129169,40.7329,-111.83855,0.0,,,,36.0,39.0,860.17,4561.0,
188,2024-03-05 08:28:40.202408,129303,40.773415,-111.86778,0.0,,,,40.0,39.0,861.09,4513.0,
189,2024-03-05 08:28:40.202408,129333,40.705807,-111.86831,0.0,3.4,3.5,275.8,43.0,38.0,868.93,4301.0,
190,2024-03-05 08:28:40.202408,129335,40.78386,-111.87021,0.0,,,,,,,4891.0,
191,2024-03-05 08:28:40.202408,129337,40.74115,-111.86375,0.0,0.6,0.6,365.6,41.0,40.0,868.48,4325.0,
192,2024-03-05 08:28:40.202408,129689,40.77824,-111.87601,3097.7,3.5,3.5,274.8,42.0,38.0,859.37,4611.0,
193,2024-03-05 08:28:40.202408,129691,40.661354,-112.00586,0.2,,,,28.0,60.0,844.73,4560.0,
194,2024-03-05 08:28:40.202408,129727,40.68852,-111.959755,1.5,,,,49.0,39.0,870.09,4270.0,
195,2024-03-05 08:28:40.202408,131045,40.622456,-111.80916,0.0,0.5,0.6,368.1,44.0,38.0,851.49,4812.0,
196,2024-03-05 08:28:40.202408,134432,40.698456,-111.811455,0.0,,,,,,,4756.0,
197,2024-03-05 08:28:40.202408,134552,40.78668,-111.93288,0.2,,,,48.0,35.0,871.63,4222.0,
198,2024-03-05 08:28:40.202408,141894,40.6275,-111.87109,5.0,13.8,9.5,156.2,56.0,34.0,868.49,4414.0,
199,2024-03-05 08:28:40.202408,148045,40.740265,-111.8304,0.3,2.4,2.5,304.3,28.0,45.0,857.37,4669.0,
200,2024-03-05 08:28:40.202408,148637,40.694,-111.835495,0.4,4.4,4.2,257.1,45.0,36.0,861.41,4529.0,
201,2024-03-05 08:28:40.202408,150790,40.681103,-111.82541,0.6,7.3,5.8,230.6,43.0,37.0,861.74,4559.0,
202,2024-03-05 08:28:40.202408,155177,40.681572,-111.86667,1.2,8.9,6.6,214.8,43.0,38.0,868.82,4308.0,
203,2024-03-05 08:28:40.202408,156037,40.722088,-111.81881,0.0,1.5,1.7,330.5,44.0,37.0,855.92,4698.0,
204,2024-03-05 08:28:40.202408,156623,40.746613,-111.84749,0.2,1.9,2.0,318.8,43.0,35.0,858.7,4598.0,
205,2024-03-05 08:28:40.202408,161605,40.796906,-111.88152,2.8,7.0,6.1,211.9,32.0,44.0,842.92,5083.0,272.8
206,2024-03-05 08:28:40.202408,165997,40.733875,-111.84109,1.0,3.3,3.3,279.0,41.0,39.0,860.74,4561.0,
207,2024-03-05 08:28:40.202408,168215,40.677616,-111.83469,1.2,3.8,3.8,267.5,37.0,42.0,863.2,4458.0,696.7
208,2024-03-05 08:28:40.202408,169779,40.769947,-111.847015,3.3,6.8,6.0,215.1,43.0,39.0,855.4,4758.0,404.2
209,2024-03-05 08:28:40.202408,169851,40.90276,-111.87242,0.7,3.5,3.5,275.2,35.0,43.0,866.1,4361.0,717.0
210,2024-03-05 08:28:40.202408,169867,40.8716,-111.9032,0.9,3.0,3.1,285.9,34.0,42.0,867.25,4306.0,797.7
211,2024-03-05 08:28:40.202408,174555,40.722404,-111.823616,3.7,6.9,6.0,213.6,31.0,47.0,857.31,4621.0,734.0
212,2024-03-05 08:28:40.202408,189031,40.640045,-111.93181,4.3,11.2,8.5,166.4,39.0,43.0,867.14,4331.0,270.0
